,class,object,session,im_num,im_path
6911,2,17,1,12,household/mug_17_pivothead/mug_17_pivothead_rxplus_12.png
6912,2,17,1,13,household/mug_17_pivothead/mug_17_pivothead_rxplus_13.png
6913,2,17,1,14,household/mug_17_pivothead/mug_17_pivothead_rxplus_14.png
6914,2,17,1,15,household/mug_17_pivothead/mug_17_pivothead_rxplus_15.png
6915,2,17,2,1,household/mug_17_pivothead/mug_17_pivothead_ryplus_1.png
6916,2,17,2,2,household/mug_17_pivothead/mug_17_pivothead_ryplus_2.png
6917,2,17,2,3,household/mug_17_pivothead/mug_17_pivothead_ryplus_3.png
6918,2,17,2,4,household/mug_17_pivothead/mug_17_pivothead_ryplus_4.png
6919,2,17,2,5,household/mug_17_pivothead/mug_17_pivothead_ryplus_5.png
6920,2,17,2,6,household/mug_17_pivothead/mug_17_pivothead_ryplus_6.png
6921,2,17,2,7,household/mug_17_pivothead/mug_17_pivothead_ryplus_7.png
6922,2,17,2,8,household/mug_17_pivothead/mug_17_pivothead_ryplus_8.png
6923,2,17,2,9,household/mug_17_pivothead/mug_17_pivothead_ryplus_9.png
6924,2,17,2,10,household/mug_17_pivothead/mug_17_pivothead_ryplus_10.png
6925,2,17,2,11,household/mug_17_pivothead/mug_17_pivothead_ryplus_11.png
6926,2,17,2,12,household/mug_17_pivothead/mug_17_pivothead_ryplus_12.png
6927,2,17,2,13,household/mug_17_pivothead/mug_17_pivothead_ryplus_13.png
6928,2,17,2,14,household/mug_17_pivothead/mug_17_pivothead_ryplus_14.png
6929,2,17,2,15,household/mug_17_pivothead/mug_17_pivothead_ryplus_15.png
6930,2,17,3,1,household/mug_17_pivothead/mug_17_pivothead_rzplus_1.png
6931,2,17,3,2,household/mug_17_pivothead/mug_17_pivothead_rzplus_2.png
6932,2,17,3,3,household/mug_17_pivothead/mug_17_pivothead_rzplus_3.png
6933,2,17,3,4,household/mug_17_pivothead/mug_17_pivothead_rzplus_4.png
6934,2,17,3,5,household/mug_17_pivothead/mug_17_pivothead_rzplus_5.png
6935,2,17,3,6,household/mug_17_pivothead/mug_17_pivothead_rzplus_6.png
6936,2,17,3,7,household/mug_17_pivothead/mug_17_pivothead_rzplus_7.png
6937,2,17,3,8,household/mug_17_pivothead/mug_17_pivothead_rzplus_8.png
6938,2,17,3,9,household/mug_17_pivothead/mug_17_pivothead_rzplus_9.png
6939,2,17,3,10,household/mug_17_pivothead/mug_17_pivothead_rzplus_10.png
6940,2,17,3,11,household/mug_17_pivothead/mug_17_pivothead_rzplus_11.png
6941,2,17,3,12,household/mug_17_pivothead/mug_17_pivothead_rzplus_12.png
6942,2,17,3,13,household/mug_17_pivothead/mug_17_pivothead_rzplus_13.png
6943,2,17,3,14,household/mug_17_pivothead/mug_17_pivothead_rzplus_14.png
6944,2,17,3,15,household/mug_17_pivothead/mug_17_pivothead_rzplus_15.png
6945,2,17,4,1,household/mug_17_pivothead/mug_17_pivothead_rxminus_1.png
6946,2,17,4,2,household/mug_17_pivothead/mug_17_pivothead_rxminus_2.png
6947,2,17,4,3,household/mug_17_pivothead/mug_17_pivothead_rxminus_3.png
6948,2,17,4,4,household/mug_17_pivothead/mug_17_pivothead_rxminus_4.png
6949,2,17,4,5,household/mug_17_pivothead/mug_17_pivothead_rxminus_5.png
6950,2,17,4,6,household/mug_17_pivothead/mug_17_pivothead_rxminus_6.png
6951,2,17,4,7,household/mug_17_pivothead/mug_17_pivothead_rxminus_7.png
6952,2,17,4,8,household/mug_17_pivothead/mug_17_pivothead_rxminus_8.png
6953,2,17,4,9,household/mug_17_pivothead/mug_17_pivothead_rxminus_9.png
6954,2,17,4,10,household/mug_17_pivothead/mug_17_pivothead_rxminus_10.png
6955,2,17,4,11,household/mug_17_pivothead/mug_17_pivothead_rxminus_11.png
6956,2,17,4,12,household/mug_17_pivothead/mug_17_pivothead_rxminus_12.png
6957,2,17,4,13,household/mug_17_pivothead/mug_17_pivothead_rxminus_13.png
6958,2,17,4,14,household/mug_17_pivothead/mug_17_pivothead_rxminus_14.png
6959,2,17,4,15,household/mug_17_pivothead/mug_17_pivothead_rxminus_15.png
6960,2,17,5,1,household/mug_17_pivothead/mug_17_pivothead_ryminus_1.png
6961,2,17,5,2,household/mug_17_pivothead/mug_17_pivothead_ryminus_2.png
6962,2,17,5,3,household/mug_17_pivothead/mug_17_pivothead_ryminus_3.png
6963,2,17,5,4,household/mug_17_pivothead/mug_17_pivothead_ryminus_4.png
6964,2,17,5,5,household/mug_17_pivothead/mug_17_pivothead_ryminus_5.png
6965,2,17,5,6,household/mug_17_pivothead/mug_17_pivothead_ryminus_6.png
6966,2,17,5,7,household/mug_17_pivothead/mug_17_pivothead_ryminus_7.png
6967,2,17,5,8,household/mug_17_pivothead/mug_17_pivothead_ryminus_8.png
6968,2,17,5,9,household/mug_17_pivothead/mug_17_pivothead_ryminus_9.png
6969,2,17,5,10,household/mug_17_pivothead/mug_17_pivothead_ryminus_10.png
6970,2,17,5,11,household/mug_17_pivothead/mug_17_pivothead_ryminus_11.png
6971,2,17,5,12,household/mug_17_pivothead/mug_17_pivothead_ryminus_12.png
6972,2,17,5,13,household/mug_17_pivothead/mug_17_pivothead_ryminus_13.png
6973,2,17,5,14,household/mug_17_pivothead/mug_17_pivothead_ryminus_14.png
6974,2,17,5,15,household/mug_17_pivothead/mug_17_pivothead_ryminus_15.png
6975,2,17,6,1,household/mug_17_pivothead/mug_17_pivothead_rzminus_1.png
6976,2,17,6,2,household/mug_17_pivothead/mug_17_pivothead_rzminus_2.png
6977,2,17,6,3,household/mug_17_pivothead/mug_17_pivothead_rzminus_3.png
6978,2,17,6,4,household/mug_17_pivothead/mug_17_pivothead_rzminus_4.png
6979,2,17,6,5,household/mug_17_pivothead/mug_17_pivothead_rzminus_5.png
6980,2,17,6,6,household/mug_17_pivothead/mug_17_pivothead_rzminus_6.png
6981,2,17,6,7,household/mug_17_pivothead/mug_17_pivothead_rzminus_7.png
6982,2,17,6,8,household/mug_17_pivothead/mug_17_pivothead_rzminus_8.png
6983,2,17,6,9,household/mug_17_pivothead/mug_17_pivothead_rzminus_9.png
6984,2,17,6,10,household/mug_17_pivothead/mug_17_pivothead_rzminus_10.png
6985,2,17,6,11,household/mug_17_pivothead/mug_17_pivothead_rzminus_11.png
6986,2,17,6,12,household/mug_17_pivothead/mug_17_pivothead_rzminus_12.png
6987,2,17,6,13,household/mug_17_pivothead/mug_17_pivothead_rzminus_13.png
6988,2,17,6,14,household/mug_17_pivothead/mug_17_pivothead_rzminus_14.png
6989,2,17,6,15,household/mug_17_pivothead/mug_17_pivothead_rzminus_15.png
6990,2,17,7,1,household/mug_17_pivothead/mug_17_pivothead_tx_1.png
6991,2,17,7,2,household/mug_17_pivothead/mug_17_pivothead_tx_2.png
6992,2,17,7,3,household/mug_17_pivothead/mug_17_pivothead_tx_3.png
6993,2,17,7,4,household/mug_17_pivothead/mug_17_pivothead_tx_4.png
6994,2,17,7,5,household/mug_17_pivothead/mug_17_pivothead_tx_5.png
6995,2,17,7,6,household/mug_17_pivothead/mug_17_pivothead_tx_6.png
6996,2,17,7,7,household/mug_17_pivothead/mug_17_pivothead_tx_7.png
6997,2,17,7,8,household/mug_17_pivothead/mug_17_pivothead_tx_8.png
6998,2,17,7,9,household/mug_17_pivothead/mug_17_pivothead_tx_9.png
6999,2,17,7,10,household/mug_17_pivothead/mug_17_pivothead_tx_10.png
7000,2,17,7,11,household/mug_17_pivothead/mug_17_pivothead_tx_11.png
7001,2,17,7,12,household/mug_17_pivothead/mug_17_pivothead_tx_12.png
7002,2,17,7,13,household/mug_17_pivothead/mug_17_pivothead_tx_13.png
7003,2,17,7,14,household/mug_17_pivothead/mug_17_pivothead_tx_14.png
7004,2,17,7,15,household/mug_17_pivothead/mug_17_pivothead_tx_15.png
7005,2,17,8,1,household/mug_17_pivothead/mug_17_pivothead_ty_1.png
7006,2,17,8,2,household/mug_17_pivothead/mug_17_pivothead_ty_2.png
7007,2,17,8,3,household/mug_17_pivothead/mug_17_pivothead_ty_3.png
7008,2,17,8,4,household/mug_17_pivothead/mug_17_pivothead_ty_4.png
7009,2,17,8,5,household/mug_17_pivothead/mug_17_pivothead_ty_5.png
7010,2,17,8,6,household/mug_17_pivothead/mug_17_pivothead_ty_6.png
7011,2,17,8,7,household/mug_17_pivothead/mug_17_pivothead_ty_7.png
7012,2,17,8,8,household/mug_17_pivothead/mug_17_pivothead_ty_8.png
7013,2,17,8,9,household/mug_17_pivothead/mug_17_pivothead_ty_9.png
7014,2,17,8,10,household/mug_17_pivothead/mug_17_pivothead_ty_10.png
7015,2,17,8,11,household/mug_17_pivothead/mug_17_pivothead_ty_11.png
7016,2,17,8,12,household/mug_17_pivothead/mug_17_pivothead_ty_12.png
7017,2,17,8,13,household/mug_17_pivothead/mug_17_pivothead_ty_13.png
7018,2,17,8,14,household/mug_17_pivothead/mug_17_pivothead_ty_14.png
7019,2,17,8,15,household/mug_17_pivothead/mug_17_pivothead_ty_15.png
7020,2,17,9,1,household/mug_17_pivothead/mug_17_pivothead_tz_1.png
7021,2,17,9,2,household/mug_17_pivothead/mug_17_pivothead_tz_2.png
7022,2,17,9,3,household/mug_17_pivothead/mug_17_pivothead_tz_3.png
7023,2,17,9,4,household/mug_17_pivothead/mug_17_pivothead_tz_4.png
7024,2,17,9,5,household/mug_17_pivothead/mug_17_pivothead_tz_5.png
7025,2,17,9,6,household/mug_17_pivothead/mug_17_pivothead_tz_6.png
7026,2,17,9,7,household/mug_17_pivothead/mug_17_pivothead_tz_7.png
7027,2,17,9,8,household/mug_17_pivothead/mug_17_pivothead_tz_8.png
7028,2,17,9,9,household/mug_17_pivothead/mug_17_pivothead_tz_9.png
7029,2,17,9,10,household/mug_17_pivothead/mug_17_pivothead_tz_10.png
7030,2,17,9,11,household/mug_17_pivothead/mug_17_pivothead_tz_11.png
7031,2,17,9,12,household/mug_17_pivothead/mug_17_pivothead_tz_12.png
7032,2,17,9,13,household/mug_17_pivothead/mug_17_pivothead_tz_13.png
7033,2,17,9,14,household/mug_17_pivothead/mug_17_pivothead_tz_14.png
7034,2,17,9,15,household/mug_17_pivothead/mug_17_pivothead_tz_15.png
7035,2,17,10,1,household/mug_17_pivothead/mug_17_pivothead_hodgepodge_1.png
7036,2,17,10,2,household/mug_17_pivothead/mug_17_pivothead_hodgepodge_2.png
7037,2,17,10,3,household/mug_17_pivothead/mug_17_pivothead_hodgepodge_3.png
7038,2,17,10,4,household/mug_17_pivothead/mug_17_pivothead_hodgepodge_4.png
7039,2,17,10,5,household/mug_17_pivothead/mug_17_pivothead_hodgepodge_5.png
7040,2,17,10,6,household/mug_17_pivothead/mug_17_pivothead_hodgepodge_6.png
7041,2,17,10,7,household/mug_17_pivothead/mug_17_pivothead_hodgepodge_7.png
7042,2,17,10,8,household/mug_17_pivothead/mug_17_pivothead_hodgepodge_8.png
7043,2,17,10,9,household/mug_17_pivothead/mug_17_pivothead_hodgepodge_9.png
7044,2,17,10,10,household/mug_17_pivothead/mug_17_pivothead_hodgepodge_10.png
7045,2,17,10,11,household/mug_17_pivothead/mug_17_pivothead_hodgepodge_11.png
7046,2,17,10,12,household/mug_17_pivothead/mug_17_pivothead_hodgepodge_12.png
7047,2,17,10,13,household/mug_17_pivothead/mug_17_pivothead_hodgepodge_13.png
7048,2,17,10,14,household/mug_17_pivothead/mug_17_pivothead_hodgepodge_14.png
7049,2,17,10,15,household/mug_17_pivothead/mug_17_pivothead_hodgepodge_15.png
7050,2,18,1,1,household/mug_18_pivothead/mug_18_pivothead_rxplus_1.png
7051,2,18,1,2,household/mug_18_pivothead/mug_18_pivothead_rxplus_2.png
7052,2,18,1,3,household/mug_18_pivothead/mug_18_pivothead_rxplus_3.png
7053,2,18,1,4,household/mug_18_pivothead/mug_18_pivothead_rxplus_4.png
7054,2,18,1,5,household/mug_18_pivothead/mug_18_pivothead_rxplus_5.png
7055,2,18,1,6,household/mug_18_pivothead/mug_18_pivothead_rxplus_6.png
7056,2,18,1,7,household/mug_18_pivothead/mug_18_pivothead_rxplus_7.png
7057,2,18,1,8,household/mug_18_pivothead/mug_18_pivothead_rxplus_8.png
7058,2,18,1,9,household/mug_18_pivothead/mug_18_pivothead_rxplus_9.png
7059,2,18,1,10,household/mug_18_pivothead/mug_18_pivothead_rxplus_10.png
7060,2,18,1,11,household/mug_18_pivothead/mug_18_pivothead_rxplus_11.png
7061,2,18,1,12,household/mug_18_pivothead/mug_18_pivothead_rxplus_12.png
7062,2,18,1,13,household/mug_18_pivothead/mug_18_pivothead_rxplus_13.png
7063,2,18,1,14,household/mug_18_pivothead/mug_18_pivothead_rxplus_14.png
7064,2,18,1,15,household/mug_18_pivothead/mug_18_pivothead_rxplus_15.png
7065,2,18,2,1,household/mug_18_pivothead/mug_18_pivothead_ryplus_1.png
7066,2,18,2,2,household/mug_18_pivothead/mug_18_pivothead_ryplus_2.png
7067,2,18,2,3,household/mug_18_pivothead/mug_18_pivothead_ryplus_3.png
7068,2,18,2,4,household/mug_18_pivothead/mug_18_pivothead_ryplus_4.png
7069,2,18,2,5,household/mug_18_pivothead/mug_18_pivothead_ryplus_5.png
7070,2,18,2,6,household/mug_18_pivothead/mug_18_pivothead_ryplus_6.png
7071,2,18,2,7,household/mug_18_pivothead/mug_18_pivothead_ryplus_7.png
7072,2,18,2,8,household/mug_18_pivothead/mug_18_pivothead_ryplus_8.png
7073,2,18,2,9,household/mug_18_pivothead/mug_18_pivothead_ryplus_9.png
7074,2,18,2,10,household/mug_18_pivothead/mug_18_pivothead_ryplus_10.png
7075,2,18,2,11,household/mug_18_pivothead/mug_18_pivothead_ryplus_11.png
7076,2,18,2,12,household/mug_18_pivothead/mug_18_pivothead_ryplus_12.png
7077,2,18,2,13,household/mug_18_pivothead/mug_18_pivothead_ryplus_13.png
7078,2,18,2,14,household/mug_18_pivothead/mug_18_pivothead_ryplus_14.png
7079,2,18,2,15,household/mug_18_pivothead/mug_18_pivothead_ryplus_15.png
7080,2,18,3,1,household/mug_18_pivothead/mug_18_pivothead_rzplus_1.png
7081,2,18,3,2,household/mug_18_pivothead/mug_18_pivothead_rzplus_2.png
7082,2,18,3,3,household/mug_18_pivothead/mug_18_pivothead_rzplus_3.png
7083,2,18,3,4,household/mug_18_pivothead/mug_18_pivothead_rzplus_4.png
7084,2,18,3,5,household/mug_18_pivothead/mug_18_pivothead_rzplus_5.png
7085,2,18,3,6,household/mug_18_pivothead/mug_18_pivothead_rzplus_6.png
7086,2,18,3,7,household/mug_18_pivothead/mug_18_pivothead_rzplus_7.png
7087,2,18,3,8,household/mug_18_pivothead/mug_18_pivothead_rzplus_8.png
7088,2,18,3,9,household/mug_18_pivothead/mug_18_pivothead_rzplus_9.png
7089,2,18,3,10,household/mug_18_pivothead/mug_18_pivothead_rzplus_10.png
7090,2,18,3,11,household/mug_18_pivothead/mug_18_pivothead_rzplus_11.png
7091,2,18,3,12,household/mug_18_pivothead/mug_18_pivothead_rzplus_12.png
7092,2,18,3,13,household/mug_18_pivothead/mug_18_pivothead_rzplus_13.png
7093,2,18,3,14,household/mug_18_pivothead/mug_18_pivothead_rzplus_14.png
7094,2,18,3,15,household/mug_18_pivothead/mug_18_pivothead_rzplus_15.png
7095,2,18,4,1,household/mug_18_pivothead/mug_18_pivothead_rxminus_1.png
7096,2,18,4,2,household/mug_18_pivothead/mug_18_pivothead_rxminus_2.png
7097,2,18,4,3,household/mug_18_pivothead/mug_18_pivothead_rxminus_3.png
7098,2,18,4,4,household/mug_18_pivothead/mug_18_pivothead_rxminus_4.png
7099,2,18,4,5,household/mug_18_pivothead/mug_18_pivothead_rxminus_5.png
7100,2,18,4,6,household/mug_18_pivothead/mug_18_pivothead_rxminus_6.png
7101,2,18,4,7,household/mug_18_pivothead/mug_18_pivothead_rxminus_7.png
7102,2,18,4,8,household/mug_18_pivothead/mug_18_pivothead_rxminus_8.png
7103,2,18,4,9,household/mug_18_pivothead/mug_18_pivothead_rxminus_9.png
7104,2,18,4,10,household/mug_18_pivothead/mug_18_pivothead_rxminus_10.png
7105,2,18,4,11,household/mug_18_pivothead/mug_18_pivothead_rxminus_11.png
7106,2,18,4,12,household/mug_18_pivothead/mug_18_pivothead_rxminus_12.png
7107,2,18,4,13,household/mug_18_pivothead/mug_18_pivothead_rxminus_13.png
7108,2,18,4,14,household/mug_18_pivothead/mug_18_pivothead_rxminus_14.png
7109,2,18,4,15,household/mug_18_pivothead/mug_18_pivothead_rxminus_15.png
7110,2,18,5,1,household/mug_18_pivothead/mug_18_pivothead_ryminus_1.png
7111,2,18,5,2,household/mug_18_pivothead/mug_18_pivothead_ryminus_2.png
7112,2,18,5,3,household/mug_18_pivothead/mug_18_pivothead_ryminus_3.png
7113,2,18,5,4,household/mug_18_pivothead/mug_18_pivothead_ryminus_4.png
7114,2,18,5,5,household/mug_18_pivothead/mug_18_pivothead_ryminus_5.png
7115,2,18,5,6,household/mug_18_pivothead/mug_18_pivothead_ryminus_6.png
7116,2,18,5,7,household/mug_18_pivothead/mug_18_pivothead_ryminus_7.png
7117,2,18,5,8,household/mug_18_pivothead/mug_18_pivothead_ryminus_8.png
7118,2,18,5,9,household/mug_18_pivothead/mug_18_pivothead_ryminus_9.png
7119,2,18,5,10,household/mug_18_pivothead/mug_18_pivothead_ryminus_10.png
7120,2,18,5,11,household/mug_18_pivothead/mug_18_pivothead_ryminus_11.png
7121,2,18,5,12,household/mug_18_pivothead/mug_18_pivothead_ryminus_12.png
7122,2,18,5,13,household/mug_18_pivothead/mug_18_pivothead_ryminus_13.png
7123,2,18,5,14,household/mug_18_pivothead/mug_18_pivothead_ryminus_14.png
7124,2,18,5,15,household/mug_18_pivothead/mug_18_pivothead_ryminus_15.png
7125,2,18,6,1,household/mug_18_pivothead/mug_18_pivothead_rzminus_1.png
7126,2,18,6,2,household/mug_18_pivothead/mug_18_pivothead_rzminus_2.png
7127,2,18,6,3,household/mug_18_pivothead/mug_18_pivothead_rzminus_3.png
7128,2,18,6,4,household/mug_18_pivothead/mug_18_pivothead_rzminus_4.png
7129,2,18,6,5,household/mug_18_pivothead/mug_18_pivothead_rzminus_5.png
7130,2,18,6,6,household/mug_18_pivothead/mug_18_pivothead_rzminus_6.png
7131,2,18,6,7,household/mug_18_pivothead/mug_18_pivothead_rzminus_7.png
7132,2,18,6,8,household/mug_18_pivothead/mug_18_pivothead_rzminus_8.png
7133,2,18,6,9,household/mug_18_pivothead/mug_18_pivothead_rzminus_9.png
7134,2,18,6,10,household/mug_18_pivothead/mug_18_pivothead_rzminus_10.png
7135,2,18,6,11,household/mug_18_pivothead/mug_18_pivothead_rzminus_11.png
7136,2,18,6,12,household/mug_18_pivothead/mug_18_pivothead_rzminus_12.png
7137,2,18,6,13,household/mug_18_pivothead/mug_18_pivothead_rzminus_13.png
7138,2,18,6,14,household/mug_18_pivothead/mug_18_pivothead_rzminus_14.png
7139,2,18,6,15,household/mug_18_pivothead/mug_18_pivothead_rzminus_15.png
7140,2,18,7,1,household/mug_18_pivothead/mug_18_pivothead_tx_1.png
7141,2,18,7,2,household/mug_18_pivothead/mug_18_pivothead_tx_2.png
7142,2,18,7,3,household/mug_18_pivothead/mug_18_pivothead_tx_3.png
7143,2,18,7,4,household/mug_18_pivothead/mug_18_pivothead_tx_4.png
7144,2,18,7,5,household/mug_18_pivothead/mug_18_pivothead_tx_5.png
7145,2,18,7,6,household/mug_18_pivothead/mug_18_pivothead_tx_6.png
7146,2,18,7,7,household/mug_18_pivothead/mug_18_pivothead_tx_7.png
7147,2,18,7,8,household/mug_18_pivothead/mug_18_pivothead_tx_8.png
7148,2,18,7,9,household/mug_18_pivothead/mug_18_pivothead_tx_9.png
7149,2,18,7,10,household/mug_18_pivothead/mug_18_pivothead_tx_10.png
7150,2,18,7,11,household/mug_18_pivothead/mug_18_pivothead_tx_11.png
7151,2,18,7,12,household/mug_18_pivothead/mug_18_pivothead_tx_12.png
7152,2,18,7,13,household/mug_18_pivothead/mug_18_pivothead_tx_13.png
7153,2,18,7,14,household/mug_18_pivothead/mug_18_pivothead_tx_14.png
7154,2,18,7,15,household/mug_18_pivothead/mug_18_pivothead_tx_15.png
7155,2,18,8,1,household/mug_18_pivothead/mug_18_pivothead_ty_1.png
7156,2,18,8,2,household/mug_18_pivothead/mug_18_pivothead_ty_2.png
7157,2,18,8,3,household/mug_18_pivothead/mug_18_pivothead_ty_3.png
7158,2,18,8,4,household/mug_18_pivothead/mug_18_pivothead_ty_4.png
7159,2,18,8,5,household/mug_18_pivothead/mug_18_pivothead_ty_5.png
7160,2,18,8,6,household/mug_18_pivothead/mug_18_pivothead_ty_6.png
7161,2,18,8,7,household/mug_18_pivothead/mug_18_pivothead_ty_7.png
7162,2,18,8,8,household/mug_18_pivothead/mug_18_pivothead_ty_8.png
7163,2,18,8,9,household/mug_18_pivothead/mug_18_pivothead_ty_9.png
7164,2,18,8,10,household/mug_18_pivothead/mug_18_pivothead_ty_10.png
7165,2,18,8,11,household/mug_18_pivothead/mug_18_pivothead_ty_11.png
7166,2,18,8,12,household/mug_18_pivothead/mug_18_pivothead_ty_12.png
7167,2,18,8,13,household/mug_18_pivothead/mug_18_pivothead_ty_13.png
7168,2,18,8,14,household/mug_18_pivothead/mug_18_pivothead_ty_14.png
7169,2,18,8,15,household/mug_18_pivothead/mug_18_pivothead_ty_15.png
7170,2,18,9,1,household/mug_18_pivothead/mug_18_pivothead_tz_1.png
7171,2,18,9,2,household/mug_18_pivothead/mug_18_pivothead_tz_2.png
7172,2,18,9,3,household/mug_18_pivothead/mug_18_pivothead_tz_3.png
7173,2,18,9,4,household/mug_18_pivothead/mug_18_pivothead_tz_4.png
7174,2,18,9,5,household/mug_18_pivothead/mug_18_pivothead_tz_5.png
7175,2,18,9,6,household/mug_18_pivothead/mug_18_pivothead_tz_6.png
7176,2,18,9,7,household/mug_18_pivothead/mug_18_pivothead_tz_7.png
7177,2,18,9,8,household/mug_18_pivothead/mug_18_pivothead_tz_8.png
7178,2,18,9,9,household/mug_18_pivothead/mug_18_pivothead_tz_9.png
7179,2,18,9,10,household/mug_18_pivothead/mug_18_pivothead_tz_10.png
7180,2,18,9,11,household/mug_18_pivothead/mug_18_pivothead_tz_11.png
7181,2,18,9,12,household/mug_18_pivothead/mug_18_pivothead_tz_12.png
7182,2,18,9,13,household/mug_18_pivothead/mug_18_pivothead_tz_13.png
7183,2,18,9,14,household/mug_18_pivothead/mug_18_pivothead_tz_14.png
7184,2,18,9,15,household/mug_18_pivothead/mug_18_pivothead_tz_15.png
7185,2,18,10,1,household/mug_18_pivothead/mug_18_pivothead_hodgepodge_1.png
7186,2,18,10,2,household/mug_18_pivothead/mug_18_pivothead_hodgepodge_2.png
7187,2,18,10,3,household/mug_18_pivothead/mug_18_pivothead_hodgepodge_3.png
7188,2,18,10,4,household/mug_18_pivothead/mug_18_pivothead_hodgepodge_4.png
7189,2,18,10,5,household/mug_18_pivothead/mug_18_pivothead_hodgepodge_5.png
7190,2,18,10,6,household/mug_18_pivothead/mug_18_pivothead_hodgepodge_6.png
7191,2,18,10,7,household/mug_18_pivothead/mug_18_pivothead_hodgepodge_7.png
7192,2,18,10,8,household/mug_18_pivothead/mug_18_pivothead_hodgepodge_8.png
7193,2,18,10,9,household/mug_18_pivothead/mug_18_pivothead_hodgepodge_9.png
7194,2,18,10,10,household/mug_18_pivothead/mug_18_pivothead_hodgepodge_10.png
7195,2,18,10,11,household/mug_18_pivothead/mug_18_pivothead_hodgepodge_11.png
7196,2,18,10,12,household/mug_18_pivothead/mug_18_pivothead_hodgepodge_12.png
7197,2,18,10,13,household/mug_18_pivothead/mug_18_pivothead_hodgepodge_13.png
7198,2,18,10,14,household/mug_18_pivothead/mug_18_pivothead_hodgepodge_14.png
7199,2,18,10,15,household/mug_18_pivothead/mug_18_pivothead_hodgepodge_15.png
7200,2,19,1,1,household/mug_19_pivothead/mug_19_pivothead_rxplus_1.png
7201,2,19,1,2,household/mug_19_pivothead/mug_19_pivothead_rxplus_2.png
7202,2,19,1,3,household/mug_19_pivothead/mug_19_pivothead_rxplus_3.png
7203,2,19,1,4,household/mug_19_pivothead/mug_19_pivothead_rxplus_4.png
7204,2,19,1,5,household/mug_19_pivothead/mug_19_pivothead_rxplus_5.png
7205,2,19,1,6,household/mug_19_pivothead/mug_19_pivothead_rxplus_6.png
7206,2,19,1,7,household/mug_19_pivothead/mug_19_pivothead_rxplus_7.png
7207,2,19,1,8,household/mug_19_pivothead/mug_19_pivothead_rxplus_8.png
7208,2,19,1,9,household/mug_19_pivothead/mug_19_pivothead_rxplus_9.png
7209,2,19,1,10,household/mug_19_pivothead/mug_19_pivothead_rxplus_10.png
7210,2,19,1,11,household/mug_19_pivothead/mug_19_pivothead_rxplus_11.png
7211,2,19,1,12,household/mug_19_pivothead/mug_19_pivothead_rxplus_12.png
7212,2,19,1,13,household/mug_19_pivothead/mug_19_pivothead_rxplus_13.png
7213,2,19,1,14,household/mug_19_pivothead/mug_19_pivothead_rxplus_14.png
7214,2,19,1,15,household/mug_19_pivothead/mug_19_pivothead_rxplus_15.png
7215,2,19,2,1,household/mug_19_pivothead/mug_19_pivothead_ryplus_1.png
7216,2,19,2,2,household/mug_19_pivothead/mug_19_pivothead_ryplus_2.png
7217,2,19,2,3,household/mug_19_pivothead/mug_19_pivothead_ryplus_3.png
7218,2,19,2,4,household/mug_19_pivothead/mug_19_pivothead_ryplus_4.png
7219,2,19,2,5,household/mug_19_pivothead/mug_19_pivothead_ryplus_5.png
7220,2,19,2,6,household/mug_19_pivothead/mug_19_pivothead_ryplus_6.png
7221,2,19,2,7,household/mug_19_pivothead/mug_19_pivothead_ryplus_7.png
7222,2,19,2,8,household/mug_19_pivothead/mug_19_pivothead_ryplus_8.png
7223,2,19,2,9,household/mug_19_pivothead/mug_19_pivothead_ryplus_9.png
7224,2,19,2,10,household/mug_19_pivothead/mug_19_pivothead_ryplus_10.png
7225,2,19,2,11,household/mug_19_pivothead/mug_19_pivothead_ryplus_11.png
7226,2,19,2,12,household/mug_19_pivothead/mug_19_pivothead_ryplus_12.png
7227,2,19,2,13,household/mug_19_pivothead/mug_19_pivothead_ryplus_13.png
7228,2,19,2,14,household/mug_19_pivothead/mug_19_pivothead_ryplus_14.png
7229,2,19,2,15,household/mug_19_pivothead/mug_19_pivothead_ryplus_15.png
7230,2,19,3,1,household/mug_19_pivothead/mug_19_pivothead_rzplus_1.png
7231,2,19,3,2,household/mug_19_pivothead/mug_19_pivothead_rzplus_2.png
7232,2,19,3,3,household/mug_19_pivothead/mug_19_pivothead_rzplus_3.png
7233,2,19,3,4,household/mug_19_pivothead/mug_19_pivothead_rzplus_4.png
7234,2,19,3,5,household/mug_19_pivothead/mug_19_pivothead_rzplus_5.png
7235,2,19,3,6,household/mug_19_pivothead/mug_19_pivothead_rzplus_6.png
7236,2,19,3,7,household/mug_19_pivothead/mug_19_pivothead_rzplus_7.png
7237,2,19,3,8,household/mug_19_pivothead/mug_19_pivothead_rzplus_8.png
7238,2,19,3,9,household/mug_19_pivothead/mug_19_pivothead_rzplus_9.png
7239,2,19,3,10,household/mug_19_pivothead/mug_19_pivothead_rzplus_10.png
7240,2,19,3,11,household/mug_19_pivothead/mug_19_pivothead_rzplus_11.png
7241,2,19,3,12,household/mug_19_pivothead/mug_19_pivothead_rzplus_12.png
7242,2,19,3,13,household/mug_19_pivothead/mug_19_pivothead_rzplus_13.png
7243,2,19,3,14,household/mug_19_pivothead/mug_19_pivothead_rzplus_14.png
7244,2,19,3,15,household/mug_19_pivothead/mug_19_pivothead_rzplus_15.png
7245,2,19,4,1,household/mug_19_pivothead/mug_19_pivothead_rxminus_1.png
